Holdings details

Total Stock Market ETF (VTI)


Equity,as of 06/30/2021

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,2382416,American Axle & Manufacturing Holdings Inc.,AXL,<0.01%,Auto Parts & Equipment,US,---,"$31,961,638.35","3,088,081"
,2269768,Dillard's Inc.,DDS,<0.01%,Department Stores,US,---,"$31,872,683.92","176,209"
,BD59BS7,Madrigal Pharmaceuticals Inc.,MDGL,<0.01%,Biotechnology,US,---,"$31,867,973.73","327,153"
,B018V76,Huron Consulting Group Inc.,HURN,<0.01%,Research & Consulting Services,US,---,"$31,846,693.35","647,949"
,B05BRL7,Bancorp Inc.,TBBK,<0.01%,Regional Banks,US,---,"$31,775,107.26","1,380,926"
,BKTPCS7,BRP Group Inc.,BRP,<0.01%,Insurance Brokers,US,---,"$31,727,944.30","1,190,542"
,2862532,EW Scripps Co.,SSP,<0.01%,Broadcasting,US,---,"$31,697,682.30","1,554,570"
,BRK0127,Joint Corp.,JYNT,<0.01%,Health Care Facilities,US,---,"$31,605,446.88","376,614"
,BYQBFS7,Tabula Rasa HealthCare Inc.,TRHC,<0.01%,Health Care Technology,US,---,"$31,498,600.00","629,972"
,BLCB610,Montrose Environmental Group Inc.,MEG,<0.01%,Environmental & Facilities Services,US,---,"$31,496,702.88","586,968"
,B5ZW0F0,Invesco Mortgage Capital Inc.,IVR,<0.01%,Mortgage REITs,US,---,"$31,436,418.00","8,060,620"
,BLH3WS0,Aeva Technologies Inc.,AEVA,<0.01%,Electronic Equipment & Instruments,US,---,"$31,397,180.85","2,970,405"
,2872069,Tupperware Brands Corp.,TUP,<0.01%,Housewares & Specialties,US,---,"$31,395,006.25","1,321,895"
,B9GT0J2,Vuzix Corp.,VUZI,<0.01%,Consumer Electronics,US,---,"$31,282,529.50","1,704,770"
,2688363,NETGEAR Inc.,NTGR,<0.01%,Communications Equipment,US,---,"$31,206,198.56","814,358"
,B6XHXY4,Customers Bancorp Inc.,CUBI,<0.01%,Regional Banks,US,---,"$31,193,442.63","800,037"
,2239244,CTS Corp.,CTS,<0.01%,Electronic Manufacturing Services,US,---,"$31,180,249.96","839,081"
,B1W8J67,TFS Financial Corp.,TFSL,<0.01%,Thrifts & Mortgage Finance,US,---,"$31,101,325.50","1,532,085"
,BDD1B07,Rubius Therapeutics Inc.,RUBY,<0.01%,Biotechnology,US,---,"$31,072,904.78","1,272,958"
,BLFGN99,Aaron's Co. Inc.,AAN,<0.01%,Homefurnishing Retail,US,---,"$31,017,440.02","969,598"
,2638625,National Beverage Corp.,FIZZ,<0.01%,Soft Drinks,US,---,"$30,994,167.97","656,239"
,2568090,Matthews International Corp.,MATW,<0.01%,Diversified Support Services,US,---,"$30,969,758.88","861,228"
,B3B5J07,Energy Recovery Inc.,ERII,<0.01%,Industrial Machinery,US,---,"$30,965,400.72","1,359,324"
,BG31GH0,Y-mAbs Therapeutics Inc.,YMAB,<0.01%,Biotechnology,US,---,"$30,911,688.60","914,547"
,BD8Q1B8,Tivity Health Inc.,TVTY,<0.01%,Health Care Services,US,---,"$30,892,096.98","1,174,158"
,2689162,Agilysys Inc.,AGYS,<0.01%,Application Software,US,---,"$30,880,580.61","543,003"
,BJ4LDC4,Alector Inc.,ALEC,<0.01%,Biotechnology,US,---,"$30,602,394.50","1,469,150"
,BM9GT61,Certara Inc.,CERT,<0.01%,Health Care Technology,US,---,"$30,529,257.90","1,077,630"
,BDDVW37,Replimune Group Inc.,REPL,<0.01%,Biotechnology,US,---,"$30,439,935.48","792,294"
,BYQN8D9,WideOpenWest Inc.,WOW,<0.01%,Cable & Satellite,US,---,"$30,394,348.07","1,467,617"
,2200552,BJ's Restaurants Inc.,BJRI,<0.01%,Restaurants,US,---,"$30,377,610.90","618,185"
,BXC87C3,Community Healthcare Trust Inc.,CHCT,<0.01%,Health Care REITs,US,---,"$30,376,061.10","640,035"
,2250353,MarineMax Inc.,HZO,<0.01%,Specialty Stores,US,---,"$30,351,324.06","622,719"
,BKBQD30,Ranpak Holdings Corp.,PACK,<0.01%,Paper Packaging,US,---,"$30,268,103.19","1,209,273"
,B5L3PZ2,Pilgrim's Pride Corp.,PPC,<0.01%,Packaged Foods & Meats,US,---,"$30,238,481.96","1,363,322"
,BLFBX72,Premier Financial Corp.,PFC,<0.01%,Thrifts & Mortgage Finance,US,---,"$30,169,431.30","1,061,930"
,BMFZ702,Dime Community Bancshares Inc.,DCOM,<0.01%,Regional Banks,US,---,"$29,994,284.72","892,156"
,B1G6TJ0,LeMaitre Vascular Inc.,LMAT,<0.01%,Health Care Equipment,US,---,"$29,980,346.40","491,320"
,BGJRH35,Clearway Energy Inc.,CWEN.A,<0.01%,Independent Power Producers & Energy Tra,US,---,"$29,970,136.56","1,188,348"
,BN47P80,Centerspace,CSR,<0.01%,Residential REITs,US,---,"$29,924,955.30","379,277"
,BD6JX35,Krystal Biotech Inc.,KRYS,<0.01%,Biotechnology,US,---,"$29,850,300.00","438,975"
,BLY2FB4,Stock Yards Bancorp Inc.,SYBT,<0.01%,Regional Banks,US,---,"$29,818,181.26","585,934"
,BYN8NH6,DMC Global Inc.,BOOM,<0.01%,Oil & Gas Equipment & Services,US,---,"$29,806,532.91","530,271"
,BS7K7H4,Upland Software Inc.,UPLD,<0.01%,Application Software,US,---,"$29,608,640.60","719,180"
,BMH0MV1,NOW Inc.,DNOW,<0.01%,Trading Companies & Distributors,US,---,"$29,579,456.92","3,116,908"
,B081QB7,Zumiez Inc.,ZUMZ,<0.01%,Apparel Retail,US,---,"$29,562,525.60","603,440"
,2534671,Lydall Inc.,LDL,<0.01%,Industrial Machinery,US,---,"$29,520,627.16","487,783"
,BN0TRB7,LifeStance Health Group Inc.,LFST,<0.01%,Health Care Services,US,---,"$29,411,077.64","1,055,674"
,BJ3V905,Endo International plc,ENDP,<0.01%,Pharmaceuticals,US,---,"$29,387,100.60","6,279,295"
,2239017,CryoLife Inc.,CRY,<0.01%,Health Care Equipment,US,---,"$29,383,548.80","1,034,632"
,BKTC976,Pennant Group Inc.,PNTG,<0.01%,Health Care Facilities,US,---,"$29,272,702.60","715,714"
,B58J3K4,Agenus Inc.,AGEN,<0.01%,Biotechnology,US,---,"$29,228,798.43","5,324,007"
,BM9PJH9,Qualtrics International Inc.,XM,<0.01%,Application Software,US,---,"$29,201,082.75","763,427"
,2196190,Nelnet Inc.,NNI,<0.01%,Consumer Finance,US,---,"$29,180,137.17","387,879"
,BG0YLC2,RPT Realty,RPT,<0.01%,Retail REITs,US,---,"$29,163,100.56","2,246,772"
,BJXSDX7,Cornerstone Building Brands Inc.,CNR,<0.01%,Building Products,US,---,"$29,159,011.08","1,603,906"
,BDQYWV1,Varex Imaging Corp.,VREX,<0.01%,Health Care Equipment,US,---,"$29,138,937.66","1,086,463"
,BJ9J282,Designer Brands Inc.,DBI,<0.01%,Apparel Retail,US,---,"$29,136,903.90","1,760,538"
,B0WR848,H&E Equipment Services Inc.,HEES,<0.01%,Trading Companies & Distributors,US,---,"$29,077,747.11","873,993"
,BL0P090,Driven Brands Holdings Inc.,DRVN,<0.01%,Diversified Support Services,US,---,"$29,065,573.00","940,025"
,BG88WJ0,Lovesac Co.,LOVE,<0.01%,Home Furnishings,US,---,"$28,953,636.67","362,873"
,BN6RJM0,Northern Oil and Gas Inc.,NOG,<0.01%,Oil & Gas Exploration & Production,US,---,"$28,933,253.87","1,393,031"
,BMFNRG2,Olo Inc.,OLO,<0.01%,Application Software,US,---,"$28,884,709.75","772,525"
,B63RTD5,Chefs' Warehouse Inc.,CHEF,<0.01%,Food Distributors,US,---,"$28,773,492.42","903,974"
,BDT5M66,Construction Partners Inc.,ROAD,<0.01%,Construction & Engineering,US,---,"$28,725,944.60","914,839"
,2387109,Guess? Inc.,GES,<0.01%,Apparel Retail,US,---,"$28,700,126.40","1,087,126"
,BNZB1X8,Ocular Therapeutix Inc.,OCUL,<0.01%,Pharmaceuticals,US,---,"$28,698,675.12","2,023,884"
,BMTD360,Groupon Inc.,GRPN,<0.01%,Internet & Direct Marketing Retail,US,---,"$28,689,660.48","664,728"
,2986937,CEVA Inc.,CEVA,<0.01%,Semiconductors,US,---,"$28,668,435.40","606,098"
,2519849,TrueBlue Inc.,TBI,<0.01%,Human Resource & Employment Services,US,---,"$28,654,462.59","1,019,369"
,BRJZSK0,Dynavax Technologies Corp.,DVAX,<0.01%,Biotechnology,US,---,"$28,630,660.10","2,906,666"
,BJL3925,Cortexyme Inc.,CRTX,<0.01%,Biotechnology,US,---,"$28,624,187.00","540,079"
,BNXH3Z4,Confluent Inc.,CFLT,<0.01%,Application Software,US,---,"$28,488,600.00","599,760"
,BLFKC72,Velodyne Lidar Inc.,VLDR,<0.01%,Electronic Equipment & Instruments,US,---,"$28,434,708.40","2,672,435"
,2052924,ADTRAN Inc.,ADTN,<0.01%,Communications Equipment,US,---,"$28,352,594.55","1,373,007"
,B2NC471,EchoStar Corp.,SATS,<0.01%,Communications Equipment,US,---,"$28,257,722.92","1,163,348"
,BWX4MD9,Caleres Inc.,CAL,<0.01%,Apparel Retail,US,---,"$28,250,307.81","1,035,189"
,2888613,Tompkins Financial Corp.,TMP,<0.01%,Regional Banks,US,---,"$28,244,559.84","364,164"
,BK8VYM4,Franchise Group Inc.,FRG,<0.01%,General Merchandise Stores,US,---,"$28,137,277.36","797,768"
,BMYDFW5,ContextLogic Inc.,WISH,<0.01%,Internet & Direct Marketing Retail,US,---,"$28,118,819.22","2,135,066"
,2046176,Apogee Enterprises Inc.,APOG,<0.01%,Building Products,US,---,"$28,088,792.82","689,634"
,BYV2W40,Aclaris Therapeutics Inc.,ACRS,<0.01%,Pharmaceuticals,US,---,"$28,060,950.24","1,598,004"
,BJN4N02,Parsons Corp.,PSN,<0.01%,Aerospace & Defense,US,---,"$28,025,973.12","712,042"
,2250580,Denny's Corp.,DENN,<0.01%,Restaurants,US,---,"$27,991,791.49","1,697,501"
,BMC2Z79,Generation Bio Co.,GBIO,<0.01%,Biotechnology,US,---,"$27,897,559.60","1,037,084"
,BLN7XQ1,ALX Oncology Holdings Inc.,ALXO,<0.01%,Biotechnology,US,---,"$27,877,832.48","509,836"
,BRK0149,Coherus Biosciences Inc.,CHRS,<0.01%,Biotechnology,US,---,"$27,841,712.37","2,013,139"
,BZ1J497,Cowen Inc.,COWN,<0.01%,Investment Banking & Brokerage,US,---,"$27,722,132.30","675,326"
,BYTJZL1,Zogenix Inc.,ZGNX,<0.01%,Pharmaceuticals,US,---,"$27,671,379.84","1,601,353"
,BDH65C8,PetIQ Inc.,PETQ,<0.01%,Health Care Distributors,US,---,"$27,669,367.80","716,823"
,2090816,Benchmark Electronics Inc.,BHE,<0.01%,Electronic Manufacturing Services,US,---,"$27,663,176.92","972,002"
,2859200,Calavo Growers Inc.,CVGW,<0.01%,Packaged Foods & Meats,US,---,"$27,629,430.36","435,658"
,BKRN595,Diversified Healthcare Trust,DHC,<0.01%,Health Care REITs,US,---,"$27,618,125.26","6,607,207"
,B547X79,Kraton Corp.,KRA,<0.01%,Specialty Chemicals,US,---,"$27,595,615.22","854,618"
,2502151,German American Bancorp Inc.,GABC,<0.01%,Regional Banks,US,---,"$27,540,276.00","740,330"
,BZB1XF2,Tactile Systems Technology Inc.,TCMD,<0.01%,Health Care Equipment,US,---,"$27,528,228.00","529,389"
,B00CR04,AngioDynamics Inc.,ANGO,<0.01%,Health Care Equipment,US,---,"$27,523,629.17","1,014,509"
,BMFYGD5,Applied Molecular Transport Inc.,AMTI,<0.01%,Biotechnology,US,---,"$27,471,215.30","600,595"
,BKT6B38,SmileDirectClub Inc.,SDC,<0.01%,Health Care Supplies,US,---,"$27,441,741.88","3,161,491"
,BPN6139,Meridian Bancorp Inc.,EBSB,<0.01%,Thrifts & Mortgage Finance,US,---,"$27,431,090.28","1,340,718"
,BD72H64,Liberty Media Corp-Liberty Braves,BATRK,<0.01%,Cable & Satellite,US,---,"$27,418,515.11","987,343"
,BDD19S1,Constellation Pharmaceuticals Inc.,CNST,<0.01%,Biotechnology,US,---,"$27,365,899.60","809,642"
,BN2W9T6,Apartment Investment and Management Co.,AIV,<0.01%,Residential REITs,US,---,"$27,310,048.92","4,070,052"
,BMVMJ12,Cerevel Therapeutics Holdings Inc.,CERE,<0.01%,Biotechnology,US,---,"$27,282,712.38","1,064,899"
,BFWGXV2,Marcus & Millichap Inc.,MMI,<0.01%,Real Estate Services,US,---,"$27,280,870.63","701,849"
,2904133,TriCo Bancshares,TCBK,<0.01%,Regional Banks,US,---,"$27,279,686.02","640,669"
,2222471,Cerus Corp.,CERS,<0.01%,Health Care Supplies,US,---,"$27,248,250.03","4,610,533"
,BKS3LH4,DermTech Inc.,DMTK,<0.01%,Biotechnology,US,---,"$27,153,399.29","653,197"
,2580265,Meridian Bioscience Inc.,VIVO,<0.01%,Health Care Supplies,US,---,"$27,012,644.94","1,217,883"
,BL72R71,Pulmonx Corp.,LUNG,<0.01%,Health Care Supplies,US,---,"$26,995,572.04","611,867"
,2269229,Diebold Nixdorf Inc.,DBD,<0.01%,"Technology Hardware, Storage & Periphera",US,---,"$26,954,498.40","2,099,260"
,BMH9X71,AppHarvest Inc.,APPH,<0.01%,Agricultural Products,US,---,"$26,861,680.00","1,678,855"
,B3M7R64,Summit Hotel Properties Inc.,INN,<0.01%,Hotel & Resort REITs,US,---,"$26,859,595.86","2,878,842"
,BF4VWH4,Angi Inc.,ANGI,<0.01%,Interactive Media & Services,US,---,"$26,826,073.04","1,984,177"
,B01KGF5,Viad Corp.,VVI,<0.01%,Diversified Support Services,US,---,"$26,807,585.25","537,765"
,2125246,Sonic Automotive Inc.,SAH,<0.01%,Automotive Retail,US,---,"$26,616,318.14","594,911"
,BF2YWG4,Rhythm Pharmaceuticals Inc.,RYTM,<0.01%,Biotechnology,US,---,"$26,546,191.98","1,355,781"
,BJHVCH9,Clear Channel Outdoor Holdings Inc.,CCO,<0.01%,Advertising,US,---,"$26,542,032.00","10,053,800"
,BMVLGP2,Nurix Therapeutics Inc.,NRIX,<0.01%,Biotechnology,US,---,"$26,538,648.78","1,000,326"
,BMQ8XV3,StoneX Group Inc.,SNEX,<0.01%,Investment Banking & Brokerage,US,---,"$26,524,317.30","437,190"
,BMDWW66,Pliant Therapeutics Inc.,PLRX,<0.01%,Pharmaceuticals,US,---,"$26,501,063.68","910,064"
,B542255,QAD Inc.,QADA,<0.01%,Application Software,US,---,"$26,491,759.66","304,433"
,2568357,Marten Transport Ltd.,MRTN,<0.01%,Trucking,US,---,"$26,406,179.05","1,601,345"
,BSKS2D6,B Riley Financial Inc.,RILY,<0.01%,Investment Banking & Brokerage,US,---,"$26,345,498.50","348,947"
,BDFFBM9,Origin Bancorp Inc.,OBNK,<0.01%,Regional Banks,US,---,"$26,332,460.66","620,171"
,BD6NYB2,American Finance Trust Inc.,AFIN,<0.01%,Retail REITs,US,---,"$26,324,447.04","3,104,298"
,BYWSY52,Inseego Corp.,INSG,<0.01%,Communications Equipment,US,---,"$26,282,411.82","2,604,798"
,BWTVWC3,Party City Holdco Inc.,PRTY,<0.01%,Specialty Stores,US,---,"$26,282,096.85","2,816,945"
,BNBKSP0,Veritiv Corp.,VRTV,<0.01%,Trading Companies & Distributors,US,---,"$26,221,979.18","426,929"
,BYYGJZ9,Impinj Inc.,PI,<0.01%,Semiconductors,US,---,"$26,182,182.95","507,505"
,BN7RHY7,XL Fleet Corp.,XL,<0.01%,Auto Parts & Equipment,US,---,"$26,135,983.09","3,137,573"
,BYND5T7,Donnelley Financial Solutions Inc.,DFIN,<0.01%,Financial Exchanges & Data,US,---,"$26,120,952.00","791,544"
,BYXHTC0,Cars.com Inc.,CARS,<0.01%,Interactive Media & Services,US,---,"$26,058,546.13","1,818,461"
,BLKFX02,Bally's Corp.,BALY,<0.01%,Casinos & Gaming,US,---,"$26,055,858.85","481,535"
,2796653,Hanger Inc.,HNGR,<0.01%,Health Care Facilities,US,---,"$26,039,916.80","1,030,060"
,BJHQ638,Brigham Minerals Inc.,MNRL,<0.01%,Oil & Gas Exploration & Production,US,---,"$26,034,391.34","1,222,846"
,BKY83Q6,Oscar Health Inc.,OSCR,<0.01%,Life & Health Insurance,US,---,"$25,998,681.50","1,209,241"
,BMW5084,PMV Pharmaceuticals Inc.,PMVP,<0.01%,Biotechnology,US,---,"$25,978,816.64","760,504"
,BMGWSJ8,Corsair Gaming Inc.,CRSR,<0.01%,"Technology Hardware, Storage & Periphera",US,---,"$25,955,280.88","779,672"
,BZ0WN34,SI-BONE Inc.,SIBN,<0.01%,Health Care Supplies,US,---,"$25,949,532.60","824,580"
,2367101,Genesco Inc.,GCO,<0.01%,Apparel Retail,US,---,"$25,899,165.44","406,708"
,BDFS3G6,Ready Capital Corp.,RC,<0.01%,Mortgage REITs,US,---,"$25,850,833.44","1,628,912"
,B1Z3TW5,MiMedx Group Inc.,MDXG,<0.01%,Biotechnology,US,---,"$25,775,528.94","2,060,394"
,2274922,Andersons Inc.,ANDE,<0.01%,Food Distributors,US,---,"$25,755,291.18","843,606"
,BF5MM09,OptimizeRx Corp.,OPRX,<0.01%,Health Care Technology,US,---,"$25,647,955.50","414,345"
,2786687,Seaboard Corp.,SEB,<0.01%,Packaged Foods & Meats,US,---,"$25,572,305.30","6,610"
,B1VZ4J7,CAI International Inc.,CAI,<0.01%,Trading Companies & Distributors,US,---,"$25,423,888.00","453,998"
,B3N5WD9,Douglas Dynamics Inc.,PLOW,<0.01%,Construction Machinery & Heavy Trucks,US,---,"$25,366,715.66","623,414"
,BNQ4YF9,ConnectOne Bancorp Inc.,CNOB,<0.01%,Regional Banks,US,---,"$25,329,864.49","967,897"
,BMZ4LN0,Olema Pharmaceuticals Inc.,OLMA,<0.01%,Biotechnology,US,---,"$25,211,015.26","901,037"
,BLR8XV5,MediaAlpha Inc.,MAX,<0.01%,Interactive Media & Services,US,---,"$25,184,514.70","598,207"
,2619880,Heritage Financial Corp./WA,HFWA,<0.01%,Regional Banks,US,---,"$25,182,204.66","1,006,483"
,BY3H7G0,Kearny Financial Corp./MD,KRNY,<0.01%,Thrifts & Mortgage Finance,US,---,"$25,104,703.40","2,100,812"
,BD60BG7,Alphatec Holdings Inc.,ATEC,<0.01%,Health Care Equipment,US,---,"$25,087,005.56","1,637,533"
,B3PGPB9,QuinStreet Inc.,QNST,<0.01%,Interactive Media & Services,US,---,"$25,070,737.20","1,349,340"
,B86V808,Interface Inc.,TILE,<0.01%,Office Services & Supplies,US,---,"$24,999,435.00","1,633,950"
,B1LDZK9,Great Lakes Dredge & Dock Corp.,GLDD,<0.01%,Construction & Engineering,US,---,"$24,989,469.96","1,710,436"
,BLFGJD5,Travere Therapeutics Inc.,TVTX,<0.01%,Biotechnology,US,---,"$24,872,711.02","1,704,778"
,2413071,Heidrick & Struggles International Inc.,HSII,<0.01%,Human Resource & Employment Services,US,---,"$24,846,916.05","557,731"
,B4NB858,Omeros Corp.,OMER,<0.01%,Pharmaceuticals,US,---,"$24,768,019.36","1,669,004"
,BNC23Q1,DigitalOcean Holdings Inc.,DOCN,<0.01%,Internet Services & Infrastructure,US,---,"$24,754,616.13","445,307"
,2139731,National HealthCare Corp.,NHC,<0.01%,Health Care Facilities,US,---,"$24,733,485.90","353,841"
,BF5L3D6,NextGen Healthcare Inc.,NXGN,<0.01%,Health Care Technology,US,---,"$24,693,700.71","1,488,469"
,B6ZJTH3,MGP Ingredients Inc.,MGPI,<0.01%,Distillers & Vintners,US,---,"$24,685,353.28","364,952"
,2908191,UMH Properties Inc.,UMH,<0.01%,Residential REITs,US,---,"$24,684,573.24","1,131,282"
,BF2X272,Warrior Met Coal Inc.,HCC,<0.01%,Steel,US,---,"$24,651,710.80","1,433,239"
,2620031,Lakeland Bancorp Inc.,LBAI,<0.01%,Regional Banks,US,---,"$24,639,615.72","1,409,589"
,2444123,1-800-Flowers.com Inc.,FLWS,<0.01%,Internet & Direct Marketing Retail,US,---,"$24,568,710.48","770,904"
,BYWJD92,Vaxart Inc.,VXRT,<0.01%,Biotechnology,US,---,"$24,554,287.24","3,278,276"
,BM8FWV5,Kronos Bio Inc.,KRON,<0.01%,Biotechnology,US,---,"$24,521,710.45","1,023,871"
,2771133,Natus Medical Inc.,NTUS,<0.01%,Health Care Equipment,US,---,"$24,483,032.40","942,380"
,BFV4XW8,Energy Fuels Inc./Canada,UUUU,<0.01%,Coal & Consumable Fuels,US,---,"$24,457,239.95","4,042,519"
,BMTMKR7,Tattooed Chef Inc.,TTCF,<0.01%,Packaged Foods & Meats,US,---,"$24,456,603.60","1,140,168"
,BYWL5L4,OrthoPediatrics Corp.,KIDS,<0.01%,Health Care Supplies,US,---,"$24,436,254.96","386,772"
,BLH23H3,MetroMile Inc.,MILE,<0.01%,Property & Casualty Insurance,US,---,"$24,399,307.65","2,666,591"
,BFNSSD4,OneSpan Inc.,OSPN,<0.01%,Systems Software,US,---,"$24,327,156.48","952,512"
,B8W3QK4,National Research Corp.,NRC,<0.01%,Health Care Services,US,---,"$24,229,967.40","527,886"
,2012735,Atrion Corp.,ATRI,<0.01%,Health Care Supplies,US,---,"$24,179,635.13","38,941"
,BJNQGL0,Rite Aid Corp.,RAD,<0.01%,Drug Retail,US,---,"$24,137,137.80","1,480,806"
,BNC2MS6,Advantage Solutions Inc.,ADV,<0.01%,Advertising,US,---,"$24,133,280.86","2,236,634"
,2599197,Monarch Casino & Resort Inc.,MCRI,<0.01%,Casinos & Gaming,US,---,"$24,100,106.55","364,215"
,BYSGPK2,ViewRay Inc.,VRAY,<0.01%,Health Care Equipment,US,---,"$24,056,373.00","3,644,905"
,BM68KK1,Radius Health Inc.,RDUS,<0.01%,Biotechnology,US,---,"$24,007,032.00","1,316,175"
,2763602,Preferred Bank/Los Angeles CA,PFBC,<0.01%,Regional Banks,US,---,"$23,989,010.31","379,153"
,BM8FWT3,Shattuck Labs Inc.,STTK,<0.01%,Biotechnology,US,---,"$23,962,177.33","826,567"
,2757304,IDT Corp.,IDT,<0.01%,Integrated Telecommunication Services,US,---,"$23,945,016.48","647,863"
,BBGVT51,News Corp.,NWS,<0.01%,Publishing,US,---,"$23,938,825.90","983,114"
,BF0YMC2,KKR Real Estate Finance Trust Inc.,KREF,<0.01%,Mortgage REITs,US,---,"$23,892,303.33","1,104,591"
,B19FR01,ORBCOMM Inc.,ORBC,<0.01%,Alternative Carriers,US,---,"$23,853,460.56","2,122,194"
,2008400,Ebix Inc.,EBIX,<0.01%,Application Software,US,---,"$23,790,240.30","701,777"
,BSNMBW7,Global Medical REIT Inc.,GMRE,<0.01%,Health Care REITs,US,---,"$23,699,172.60","1,605,635"
,BN4DYQ9,Extraction Oil & Gas Inc.,XOG,<0.01%,Oil & Gas Exploration & Production,US,---,"$23,682,518.27","431,297"
,BJQ0608,Personalis Inc.,PSNL,<0.01%,Life Sciences Tools & Services,US,---,"$23,659,522.70","935,159"
,BF3NP05,Mersana Therapeutics Inc.,MRSN,<0.01%,Biotechnology,US,---,"$23,633,762.88","1,740,336"
,BMNDK09,Theravance Biopharma Inc.,TBPH,<0.01%,Pharmaceuticals,US,---,"$23,609,316.72","1,625,986"
,2813961,America's Car-Mart Inc./TX,CRMT,<0.01%,Automotive Retail,US,---,"$23,605,308.36","166,563"
,B4WHS46,HomeStreet Inc.,HMST,<0.01%,Thrifts & Mortgage Finance,US,---,"$23,586,423.00","578,950"
,B03W0P7,Neenah Inc.,NP,<0.01%,Paper Products,US,---,"$23,577,090.48","469,944"
,BYNH8R8,Golden Entertainment Inc.,GDEN,<0.01%,Casinos & Gaming,US,---,"$23,536,979.20","525,379"
,2183868,Central Garden & Pet Co.,CENT,<0.01%,Household Products,US,---,"$23,512,776.32","444,224"
,BNLYWQ1,GEO Group Inc.,GEO,<0.01%,Specialized REITs,US,---,"$23,413,016.40","3,288,345"
,2918479,Gladstone Commercial Corp.,GOOD,<0.01%,Diversified REITs,US,---,"$23,408,278.56","1,037,601"
,2510659,Harmonic Inc.,HLIT,<0.01%,Communications Equipment,US,---,"$23,399,856.24","2,746,462"
,2487117,Kelly Services Inc.,KELYA,<0.01%,Human Resource & Employment Services,US,---,"$23,395,151.46","976,018"
,B2QXCJ9,Quanex Building Products Corp.,NX,<0.01%,Building Products,US,---,"$23,380,550.64","941,246"
,2363381,Federal Agricultural Mortgage Corp.,AGM,<0.01%,Thrifts & Mortgage Finance,US,---,"$23,340,202.20","235,998"
,BMMVY68,First Foundation Inc.,FFWM,<0.01%,Regional Banks,US,---,"$23,336,994.89","1,036,739"
,BF11FD4,Granite Point Mortgage Trust Inc.,GPMT,<0.01%,Mortgage REITs,US,---,"$23,326,299.00","1,581,444"
,BMGH0H5,View Inc.,VIEW,<0.01%,Building Products,US,---,"$23,281,721.28","2,745,486"
,BLB8B95,Arch Resources Inc.,ARCH,<0.01%,Coal & Consumable Fuels,US,---,"$23,256,102.10","408,145"
,BDDXF67,Innoviva Inc.,INVA,<0.01%,Pharmaceuticals,US,---,"$23,240,093.22","1,733,042"
,BNSP0B8,ImmunityBio Inc.,IBRX,<0.01%,Biotechnology,US,---,"$23,187,606.96","1,623,782"
,2946845,Weis Markets Inc.,WMK,<0.01%,Food Retail,US,---,"$23,170,801.50","448,525"
,BN4RCJ0,Rackspace Technology Inc.,RXT,<0.01%,Internet Services & Infrastructure,US,---,"$23,169,646.42","1,181,522"
,BZ6CR03,PQ Group Holdings Inc.,PQG,<0.01%,Specialty Chemicals,US,---,"$23,155,860.48","1,507,543"
,BDFCGV4,Manitowoc Co. Inc.,MTW,<0.01%,Construction Machinery & Heavy Trucks,US,---,"$23,013,781.00","939,338"
,BYWCCM7,Quotient Technology Inc.,QUOT,<0.01%,Internet & Direct Marketing Retail,US,---,"$23,013,463.05","2,128,905"
,BKLRLX9,NexTier Oilfield Solutions Inc.,NEX,<0.01%,Oil & Gas Equipment & Services,US,---,"$23,012,405.64","4,834,539"
,B7GGNT0,US Silica Holdings Inc.,SLCA,<0.01%,Oil & Gas Equipment & Services,US,---,"$23,012,214.56","1,990,676"
,BYMMZL7,AdvanSix Inc.,ASIX,<0.01%,Commodity Chemicals,US,---,"$22,996,559.56","770,146"
